acession_no,book_title,author,price_inr,price_dollar,price_euro,publisher,issued,number_donated,book_shelf_no,compartment_no,no_copies
2178.0,Systems Prog. & Operating System,Dhamdhere,225.00,,,TMH,,933037,DCSE/74/3,2.0,10.0
2179.0,Operating Systems,Godbole,290.00,,,TMH,,933038,DCSE/74/3,2.0,11.0
2180.0,Operating Systems,Crowley Charls,375.00,,,TMH,,933039,DCSE/74/3,2.0,12.0
2181.0,Artificial Intelligence ,Nilson N.J.,295.00,,,Pearson Education Asia,,933040,DCSE/74/3,2.0,13.0
2182.0,modern Operating System,Tanenbaum,,,,Pearson Education Asia,,958862,DCSE/74/3,2.0,14.0
2183.0,Modern Operating Systems (REPLACE),Tanenbaum,295.00,,,Pearson Education Asia,,958861,DCSE/74/3,2.0,15.0
2184.0,Artificial Intelligence ,Charniak,420.80,,,Pearson Education Asia,,958864,DCSE/74/3,2.0,16.0
2186.0,Artificial Intelligence ,Patric,350.00,,,Pearson Education Asia,,958865,DCSE/74/3,2.0,17.0
2189.0,Operating Systems,Dietal,350.00,,,Pearson Education Asia,,958868,DCSE/74/3,2.0,18.0
2239.0,Data Comm. Comp. Net. & Open Sys.,Halsall F.,275.00,,,AWL,,958981,DCSE/74/3,2.0,19.0
2240.0,A Book on C,Kelley A.L. & Ira Phol,225.00,,,AWL,,958982,DCSE/74/3,2.0,20.0
2280.0,Digital Image Processing,Gonzalez,,,,PEArson Education Asia,LOST,932755,DCSE/74/3,2.0,21.0
2277.0,Distributed Systems,Coulouris et al.,450.00,,,Pearson Education Asia,,932750,DCSE/74/3,2.0,22.0
2278.0,Wireless Applications Protocol,Singhal,325.00,,,Pearson Education Asia,,932751,DCSE/74/3,2.0,23.0
2279.0,Logic & Comp. Design Fundamentals,Mano,325.00,,,Wesley A.,,932752,DCSE/74/3,2.0,24.0
2276.0,Linux Kernal Internals,Beck M.,395.00,,,Pearson Education Asia,,932749,DCSE/74/3,2.0,25.0
2191.0,Distributed Op. Systems ,Tanenbaum,325.00,,,Pearson Education Asia,,958870,DCSE/74/3,3.0,1.0
2192.0,TCP/IP Illustrated Vol. 1,Stevens,405.00,,,Pearson Education Asia,,958871,DCSE/74/3,3.0,2.0
2193.0,TCP/IP Illustrated Vol. 3,Stevens,395.00,,,Pearson Education Asia,,958872,DCSE/74/3,3.0,3.0
2194.0,Compilers,"Aho,Sethi & Ullman",350.00,,,Pearson Education Asia,,958873,DCSE/74/3,3.0,4.0
2195.0,Data Structure & Algorithms,Aho,375.00,,,Pearson Education Asia,,958874,DCSE/74/3,3.0,5.0
2196.0,Computer Network,Peterson,75.00,,,Harcourt Asia,,936233,DCSE/74/3,3.0,6.0
2197.0,Windows 2000 Instant Reference,Van Stean,180.00,,,BPB,,958876,DCSE/74/3,3.0,7.0
2199.0,Implementing Tally 5.4,Nadhani,450.00,,,BPB,,958878,DCSE/74/3,3.0,8.0
2200.0,Real Accounting Software,Nadhani,275,,,BPB,,958879,DCSE/74/3,3.0,9.0
2201.0,Advanced MSDOS,Duncan,291.5,,,BPB,,958880,DCSE/74/3,3.0,10.0
2202.0,System Software,L.L. Beck,,,,AW,,958881,DCSE/74/3,3.0,11.0
2203.0,Advanced Computer Architecture (REPLACE),Hwang.K,,,,Mc Graw,,958882,DCSE/74/3,3.0,12.0
2204.0,"Data Structures,Algo. & Application in C++",Sahni,125.00,,,Mc Graw,,958883,DCSE/74/3,3.0,13.0
2205.0,Fundamentals Of Computers,Raja Raman,125.00,,,PHI,,963675,DCSE/74/3,3.0,14.0
2206.0,Fundamentals Of Computers,Raja Raman,150.00,,,PHI,,963676,DCSE/74/3,3.0,15.0
2207.0,Graph Theory,Narsingh Deo,159.00,,,PHI,,963678,DCSE/74/3,3.0,16.0
2208.0,Graph Theory,Narsingh Deo,295.00,,,PHI,,963677,DCSE/74/3,3.0,17.0
2209.0,Operation Research,Taha,295.00,,,PHI,,963680,DCSE/74/3,3.0,18.0
2210.0,Operation Research,Taha,175.00,,,PHI,,963679,DCSE/74/3,3.0,19.0
2211.0,Parallel Computers,Raja Raman,395.00,,,PHI,,963681,DCSE/74/3,3.0,20.0
2212.0,MS TCP/IP for Windows 2000,Powell,425.00,,,PHI,,963682,DCSE/74/3,3.0,21.0
2213.0,Computer Graphics,Hearn Baker,150.00,,,PHI,,963683,DCSE/74/3,3.0,22.0
2214.0,eCommerce App. From Scratch,Thakur,275.00,,,PHI,,963684,DCSE/74/3,3.0,23.0
2215.0,Visual Basic 6 ,Sheriff P.,,,,PHI,ISSUED (B.N PANDEY),963685,DCSE/74/3,3.0,24.0
2216.0,Data Structures & Program design in C (REPLACE),Kruse.R,250.00,,,PHI,,963686,DCSE/74/3,3.0,25.0
2217.0,Unix Network Programming (REPLACE),Stevens,,,,PHI,,963687,DCSE/74/3,3.0,26.0
2218.0,Computer Network,Tanenbaum,170.00,,,PHI,,963688,DCSE/74/3,3.0,27.0
2219.0,Programming with JAVA Primer (REPLACE),Balaguruswamy,,,,TMH,ISSUED (SKN),963690,DCSE/74/3,3.0,28.0
2220.0,Programming with Java,Balaguruswamy,170.00,,,TMH,,963690,DCSE/74/3,3.0,29.0
2221.0,Programming with Java,Balaguruswamy,150.00,,,TMH,,963691,DCSE/74/3,3.0,30.0
2223.0,Numerical Methods,Balaguruswamy,165.00,,,TMH,,963692,DCSE/74/3,4.0,1.0
2224.0,Programming with Pascal,Venugopal,165.00,,,TMH,,963694,DCSE/74/3,4.0,2.0
2225.0,Programming with Pascal,Venugopal,295.00,,,TMH,,963695,DCSE/74/3,4.0,3.0
2226.0,Discrete Mathmatics & Application,Rosen,595.00,,,TMH,,963696,DCSE/74/3,4.0,4.0
2227.0,The Complete Reference Linux,Peterson,320.00,,,TMH,,963697,DCSE/74/3,4.0,5.0
2229.0,Local Area Networks,Basandra,279.00,,,Galgotia,,963699,DCSE/74/3,4.0,6.0
2230.0,Fundamentals of Data Struct. In C++,Horowitz,279.00,,,Galgotia,,963700,DCSE/74/3,4.0,7.0
2231.0,Computers Algorithms in C++,Horowitz,279.00,,,Galgotia,,963702,DCSE/74/3,4.0,8.0
2232.0,Computers Algorithms in C++,Horowitz,220.00,,,Galgotia,,963701,DCSE/74/3,4.0,9.0
2233.0,Computers Fundamentals,B.Ram,350.00,,,New Age,,963703,DCSE/74/3,4.0,10.0
2234.0,Encyclopedia of Networking & Telecommunications (REPLACE),Sheldon.T,,,,AWL,,956886,DCSE/74/3,4.0,11.0
2235.0,The Art of Computer Prog. Vol I,Knuth D.E.,450.00,,,AWL,,958977,DCSE/74/3,4.0,12.0
2236.0,The Art of Computer Prog. Vol II,Knuth D.E.,450.00,,,AWL,,958978,DCSE/74/3,4.0,13.0
2237.0,The Art of Computer Prog. Vol III,Knuth D.E.,295.00,,,AWL,,958979,DCSE/74/3,4.0,14.0
2238.0,Operating Systems,Deital H.M.,375.00,,,AWL,,958980,DCSE/74/3,4.0,15.0
2275.0,Introduction to Expert Systems,Jackson,395.00,,,Wesley A.,,932748,DCSE/74/3,4.0,16.0
2241.0,ATM Network,Hamdel R.,260.00,,,AWL,,958983,DCSE/74/3,4.0,17.0
2242.0,The Design & Ana. Of Comp. Algorithm,Aho/Hopcroft/Ullman,325.00,,,AWL,,958984,DCSE/74/3,4.0,18.0
2244.0,Modern VLSI Design System,Wolf W.,295.00,,,AWL,,958986,DCSE/74/3,4.0,19.0
2245.0,Concepts of Programming Language,Sebesta R.W.,245.00,,,AWL,,958987,DCSE/74/3,4.0,20.0
2247.0,E. Commerce the Cutting Edge of Busi.,Bajaj K.K.,175.00,,,TMH,,958989,DCSE/74/3,4.0,21.0
2248.0,Elements of Discrete Mathmatics,Liu C.L.,375.00,,,TMH,,958990,DCSE/74/3,4.0,22.0
2249.0,Advanced Compiler Design,Muchnick S.S.,375.00,,,HAP,ISSUED (MG),958991,DCSE/74/3,4.0,23.0
2250.0,Comp. Archtec. A Quantitative Appro.,Hennessy J.L.,240.00,,,HAP,,958992,DCSE/74/3,4.0,24.0
2243.0,Concurrent Programming in Java,Lea D.,360.00,,,AWL,,958985,DCSE/74/3,4.0,25.0
2251.0,Oracle Developer 2000,Bayross,295.00,,,BPB,,958993,DCSE/74/3,5.0,1.0
2252.0,Principles of Multimedia Database Sys.,Subramaniam,295.00,,,HIP,,958994,DCSE/74/3,5.0,2.0
2253.0,TCP/IP Addressing,Graham B.,150.00,,,HIP,,958995,DCSE/74/3,5.0,3.0
2254.0,Object Oriented Database Design,Harrington,195.00,,,HIP,,958996,DCSE/74/3,5.0,4.0
2255.0,Funda. Of the Theory of Computation,Greenlaw R.,250.00,,,HIP,,958997,DCSE/74/3,5.0,5.0
2256.0,The Business of E-Commerce,May P.,240.00,,,CUP,,958998,DCSE/74/3,5.0,6.0
2257.0,Learning HTML 4.0(CD),Robbins C.,195.00,,,BPB,,958999,DCSE/74/3,5.0,7.0
2258.0,Microprocessors,Rafiquzzman,225.00,,,PHI,,959000,DCSE/74/3,5.0,8.0
2259.0,Fundamentals of Algorithm,Brassard G. Bratley P.,295.00,,,PHI,,959001,DCSE/74/3,5.0,9.0
2261.0,Introduction to Algorithm,Corman T.,325.00,,,PHI,,959003,DCSE/74/3,5.0,10.0
2262.0,Introduction to Algorithm,Corman T.,1264.95,,,PHI,,959004,DCSE/74/3,5.0,11.0
2263.0,ISDN Broad  ISDN with Frame Re.,Stallings,367.55,,,PHI,,959005,DCSE/74/3,5.0,12.0
2264.0,Computer Architecture & Organisation,Hayes J.P.,350.00,,,MGH,ISSUED (STD),959008,DCSE/74/3,5.0,13.0
2266.0,Frontiers of Electronics Commerce,Kalakota,375.00,,,Pearson Education Asia,,932739,DCSE/74/3,5.0,14.0
2267.0,Neural Network ,Haykin,250.00,,,Pearson Education Asia,,932740,DCSE/74/3,5.0,15.0
2268.0,Ess. Guide to Wireless Commu. Appli.,Dorman,295.00,,,Pearson Education Asia,,932741,DCSE/74/3,5.0,16.0
2269.0,Electronic Commerce,Turban,385.00,,,Pearson Education Asia,,932742,DCSE/74/3,5.0,17.0
2270.0,Open GL Programming Guide,Woo,325.00,,,Wesley A.,,932741,DCSE/74/3,5.0,18.0
2271.0,Digital Image Processing using Java,Efford Nick,295.00,,,Pearson Education Asia,,932744,DCSE/74/3,5.0,19.0
2272.0,Intro. To Automata Theo. Lang. & Comp.,Hopcraft,350.00,,,Pearson Education Asia,,932745,DCSE/74/3,5.0,20.0
2273.0,"Web 101, Making the Network for you",Lehnert,260.00,,,Pearson Education Asia,,932746,DCSE/74/3,5.0,21.0
2274.0,Genetic Algorithm,Goldberg,305.00,,,Wesley A.,ISSUED (NUPUR GOEL),932747,DCSE/74/3,5.0,22.0
1763.0,Simulation Modeling Analysis,Law A.M. & Ketton,503.00,,,Mc Graw,,877434,DCSE/6/1,3.0,9.0
2172.0,Simulation Modeling & Analysis,Law Kelton,,,,Mc Graw,,9333031,DCSE/6/1,1.0,18.0
2619.0,Object Oriented Modelling & Design,"James, Micheal, william",425.00,,,Prentice hall of india,,864401,DCSE/6/1,1.0,11.0
2933.0,Semantic Web Programming,John Hebeler,529.00,,,Wiley India,,1083981,DCSE/19/1,1.0,1.0
2934.0,Beginning PHP6,Boronczyk,529.00,,,Wiley India,,1083983,DCSE/19/1,1.0,2.0
2935.0,Beginning PHP6,Boronczyk,319.00,,,Wiley India,,1083982,DCSE/19/1,1.0,3.0
2936.0,Virtual Reality Tech.,Burdea,319.00,,,Wiley India,,1083984,DCSE/19/1,1.0,4.0
2937.0,Virtual Reality Tech.,Burdea,359.00,,,Wiley India,,1083985,DCSE/19/1,1.0,5.0
2939.0,Information Technology,Lucas,399.00,,,Wiley India,,1083987,DCSE/19/1,1.0,6.0
2938.0,Information Technology,Lucas,359.00,,,Wiley India,,1083986,DCSE/19/1,1.0,7.0
2941.0,Principles of Soft Computing,Sivanandam,299.00,,,Wiley India,,1083989,DCSE/19/1,1.0,8.0
2940.0,Principles of Soft Computing,Sivanandam,399.00,,,Wiley India,,1083988,DCSE/19/1,1.0,9.0
2943.0,SPSS Version 13 for Windows,Jcoaks,479.00,,,Wiley India,,1083991,DCSE/19/1,1.0,10.0
2942.0,SPSS Version 13 for Windows,Jcoaks,299.00,,,Wiley India,,1083990,DCSE/19/1,1.0,11.0
2944.0,Data Mining for Business Intelligence,Shmueli,479.00,,,Wiley India,,1083993,DCSE/19/1,1.0,12.0
2945.0,Data Mining for Business Intelligence,Shmueli,399.00,,,Wiley India,,1083992,DCSE/19/1,1.0,13.0
2947.0,Mastering Data Mining,Berry,359.00,,,Wiley India,,1083995,DCSE/19/1,1.0,14.0
2946.0,Mastering Data Mining,Berry,399.00,,,Wiley India,,1083994,DCSE/19/1,1.0,15.0
2948.0,HB of Wireless Networks & Mobile Computing,Menovic,359.00,,,Wiley India,,1083996,DCSE/19/1,1.0,16.0
2951.0,Programming Lang. Concept.,Ghezzi,379.00,,,Wiley India,,1083999,DCSE/19/1,1.0,17.0
2950.0,Programming Lang. Concept.,Ghezzi,299.00,,,Wiley India,,1083998,DCSE/19/1,1.0,18.0
2954.0,Elements of Information Theory,Cover,379.00,,,Wiley India,,1084003,DCSE/19/1,1.0,19.0
2955.0,Elements of Information Theory,Cover,499.00,,,Wiley India,,1084002,DCSE/19/1,1.0,20.0
2952.0,Speech Recognition Theory & C++ Implementation,Becchetti,379.00,,,Wiley India,,1084001,DCSE/19/1,1.0,21.0
2953.0,Speech Recognition Theory & C++ Implementation,Becchetti,379.00,,,Wiley India,,1084000,DCSE/19/1,1.0,22.0
2957.0,Fundamentals of Digital logic & Mocrocomputer Design,Raffi Quzzaman,319.00,,,Wiley India,,1084005,DCSE/19/1,1.0,23.0
2960.0,Object Oriented Design & Pattern,Horstman,319.00,,,Wiley India,,1084008,DCSE/19/1,1.0,24.0
2961.0,Object Oriented Design & Pattern,Horstman,299.00,,,Wiley India,,1084009,DCSE/19/1,1.0,25.0
2962.0,Component based Technology,Sudha Sadasivam,299.00,,,Wiley India,,1084011,DCSE/19/1,1.0,26.0
2963.0,Component based Technology,Sudha Sadasivam,279.00,,,Wiley India,,1084010,DCSE/19/1,1.0,27.0
2958.0,Software Quality Engg.,Jeff Tian,319.00,,,Wiley India,,1084006,DCSE/19/1,1.0,28.0
2959.0,Software Quality Engg.,Jeff Tian,319.00,,,Wiley India,,1084007,DCSE/19/1,1.0,29.0
2965.0,Wireless Networking,Nicopolutidis,549.00,,,Wiley India,,1084013,DCSE/19/1,1.0,30.0
2967.0,Effective Project Management,Wysocki,299.00,,,Wiley India,,1084014,DCSE/19/1,1.0,31.0
2966.0,Effective Project Management,Wysocki,549.00,,,Wiley India,,1084015,DCSE/19/1,1.0,32.0
2968.0,Distributed Component Architecture,Sadasivam,299.00,,,Wiley India,,1084016,DCSE/19/1,1.0,33.0
2969.0,Distributed Component Architecture,Sadasivam,395.00,,,Wiley India,,1084017,DCSE/19/1,1.0,34.0
2970.0,Management Information Systems,Javadekar,395.00,,,Mc Graw Hill,,1084019,DCSE/19/1,1.0,35.0
2971.0,Management Information Systems,Javadekar,499.00,,,Mc Graw Hill,,1084018,DCSE/19/1,2.0,1.0
2972.0,Hibernate search in Action,Griffin,499.00,,,Dreamtech Press,,1084020,DCSE/19/1,2.0,2.0
2973.0,Hibernate search in Action,Griffin,449.00,,,Dreamtech Press,,1084021,DCSE/19/1,2.0,3.0
2974.0,The Architecture of Computer H/W & System S/W,Irvenglander,449.00,,,Wiley India,,1084023,DCSE/19/1,2.0,4.0
2975.0,The Architecture of Computer H/W & System S/W,Irvenglander,499.00,,,Wiley India,,1084022,DCSE/19/1,2.0,5.0
2977.0,SQL Server 2006,Dalton,429.00,,,Dreamtech Press,,1084025,DCSE/19/1,2.0,6.0
2976.0,SQL Server 2005,Dalton,499.00,,,Dreamtech Press,,1084024,DCSE/19/1,2.0,7.0
2978.0,UML 2 Toolkit,Erikson,429.00,,,Wiley India,,1084027,DCSE/19/1,2.0,8.0
2979.0,UML 2 Toolkit,Erikson,299.00,,,Wiley India,,1084026,DCSE/19/1,2.0,9.0
2980.0,Multimedia & Web Design,Gupta,299.00,,,Dreamtech Press,,1084029,DCSE/19/1,2.0,10.0
2981.0,Multimedia & Web Design,Gupta,299.00,,,Dreamtech Press,,1084028,DCSE/19/1,2.0,11.0
2982.0,Object Oriented Analysis Design,Docherty,329.00,,,Wiley India,,1084031,DCSE/19/1,2.0,12.0
2983.0,Object Oriented Analysis Design,Docherty,329.00,,,Wiley India,,1084030,DCSE/19/1,2.0,13.0
2984.0,Parallel & Distributed Prog. Using C++,Hughes,375.00,,,Pearson Education,,1084032,DCSE/19/1,2.0,14.0
2986.0,E - Transformation in Governance,Malkia,, $ 64.95 ,,Idea Group,,1084033,DCSE/19/1,2.0,15.0
2987.0,E - Transformation in Governance,Malkia,2298.00,,,Idea Group,,1084034,DCSE/19/1,2.0,16.0
2988.0,Social Network Analysis ,Wasserman Faust,1688.00,,,Cambride,,1088767,DCSE/19/1,2.0,17.0
2989.0,Models & Methods in Social Network Analysis,"Carrington ,Wasserman",2860.00,,,Cambride,,1088768,DCSE/19/1,2.0,18.0
2992.0,The Complete Reference-JAVA,Schildt,496.00,,,Tata MCG,,1090306,DCSE/19/1,2.0,19.0
2993.0,The Complete Reference-JAVA,Schildt,496.00,,,Tata MCG,,1090303,DCSE/19/1,2.0,20.0
2994.0,The Complete Reference-JAVA,Schildt,497.00,,,Tata MCG,,1090305,DCSE/19/1,2.0,21.0
2995.0,The Complete Reference-JAVA,Schildt,425.00,,,Tata MCG,,1090304,DCSE/19/1,2.0,22.0
2996.0,Computer Networks,Tanenbaum,426.00,,,Pearson Education,,1090274,DCSE/19/1,2.0,23.0
2997.0,Computer Networks,Tanenbaum,427.00,,,Pearson Education,,1090272,DCSE/19/1,2.0,24.0
2998.0,Computer Networks,Tanenbaum,428.00,,,Pearson Education,,1090275,DCSE/19/1,2.0,25.0
2999.0,Computer Networks,Tanenbaum,435.00,,,Pearson Education,,1090273,DCSE/19/1,2.0,26.0
3004.0,Discrete Mathematical Structures with Applications to computer Science,"Tremblay,JP",325.00,,,Tata MCG,,1090287,DCSE/19/1,3.0,1.0
3005.0,Discrete Mathematical Structures with Applications to computer Science,"Tremblay,JP",325.00,,,Tata MCG,,1090286,DCSE/19/1,3.0,2.0
3006.0,Discrete Mathematical Structures with Applications to computer Science,"Tremblay,JP",325.00,,,Tata MCG,,1090289,DCSE/19/1,3.0,3.0
3018.0,Operating System Concepts,Silberchat,479.00,,,Wiley India,,1090296,DCSE/19/1,3.0,4.0
3019.0,Operating System Concepts,Silberchat,479.00,,,Wiley India,,1090295,DCSE/19/1,3.0,5.0
3020.0,Operating System Concepts,Silberchat,479.00,,,Wiley India,,1090291,DCSE/19/1,3.0,6.0
3021.0,Operating System Concepts,Silberchat,479.00,,,Wiley India,,1090292,DCSE/19/1,3.0,7.0
3022.0,The Complete Reference C++,Schildt,510.00,,,Tata MCG,,1090300,DCSE/19/1,3.0,8.0
3023.0,The Complete Reference C++,Schildt,510.00,,,Tata MCG,,1090302,DCSE/19/1,3.0,9.0
3024.0,The Complete Reference C++,Schildt,510.00,,,Tata MCG,,1090301,DCSE/19/1,3.0,10.0
3025.0,The Complete Reference C++,Schildt,510.00,,,Tata MCG,,1090299,DCSE/19/1,4.0,1.0
3026.0,The Complete Reference C++,Schildt,510.00,,,Tata MCG,,1090298,DCSE/19/1,4.0,2.0
3027.0,Programming with Perl,"Flynt,J.P",295.00,,,Cengage Learning,,1090261,DCSE/19/1,4.0,3.0
3028.0,Programming with Perl,"Flynt,J.P",295.00,,,Cengage Learning,,1090260,DCSE/19/1,4.0,4.0
3029.0,Operating Systems,"Stuart,L.B",375.00,,,Cengage Learning,,1090256,DCSE/19/1,4.0,5.0
3030.0,Operating Systems,"Stuart,L.B",375.00,,,Cengage Learning,,1090257,DCSE/19/1,4.0,6.0
3031.0,Parallel Operating Systems,Carswell.R,350.00,,,Cengage Learning,,1090259,DCSE/19/1,4.0,7.0
3032.0,Parallel Operating Systems,Carswell.R,350.00,,,Cengage Learning,,1090258,DCSE/19/1,4.0,8.0
3033.0,Foundation of SoftwareTesting,Graham.D,275.00,,,Cengage Learning,CL,1090255,DCSE/19/1,4.0,9.0
3034.0,Firewalls & Network Security,Whitman,350.00,,,Cengage Learning,,1090254,DCSE/19/1,4.0,10.0
3035.0,Firewalls & Network Security,Whitman,350.00,,,Cengage Learning,,1090253,DCSE/19/1,4.0,11.0
3036.0,Applied Simulation Modeling,Seila C.T,395.00,,,Cengage Learning,,1090252,DCSE/19/1,4.0,12.0
3037.0,Applied Simulation Modeling,Seila C.T,395.00,,,Cengage Learning,,1090251,DCSE/19/1,4.0,13.0
3039.0,Programming with Python,Dawson.M,375.00,,,Cengage Learning,,1090262,DCSE/19/1,4.0,14.0
3040.0,Intelligent Data Mining,Ruan D.A,895.00,,,Springer,CL,1094736,DCSE/19/1,4.0,15.0
3041.0,Simulation,Ross.S.M,325.00,,,Elsevier,,1094741,DCSE/19/1,4.0,16.0
3043.0,Programming in Prolog,Clocksin.W,265.00,,,Springer,,1094740,DCSE/19/1,4.0,17.0
3045.0,Soft Computing & Intelligent Systems,Sinha.N.K,595.00,,,Elsevier,,1094743,DCSE/19/1,4.0,18.0
3046.0,Smart phone & Next Generation Mobile Computing,Zheng.P.,425.00,,,Elsevier,,1094742,DCSE/19/1,4.0,19.0
3047.0,Mining the Web,Chakraborti.S,350.00,,,Elsevier,ISSUED (MG),1094737,DCSE/19/1,4.0,20.0
3048.0,An Introduction to Numerical Method in C++,Flowers.B.H,375.00,,,Oxford University Press,,1094727,DCSE/19/1,4.0,21.0
3050.0,Software Engineering Fundamentals,Behforooz,360.00,,,Oxford University Press,,1094744,DCSE/19/1,4.0,22.0
3044.0,Applications of Data Mining in Computer Security,Barbara.D,295.00,,,Springer,,1094728,DCSE/19/1,4.0,23.0
3051.0,Natural Language Processing & Information Retrieval,Siddiqui.S,295.00,,,Oxford ,,1094739,DCSE/19/1,4.0,24.0
3052.0,Engineering A Compiler,Cooper.K.D.,450.00,,,Elsevier,,1094734,DCSE/19/1,4.0,25.0
3053.0,Mobile Computing,Kamal.R.,350.00,,,Oxford University Press,,1094738,DCSE/19/1,4.0,26.0
3056.0,Artificial Intelligence & Intelligent Systems,Padhy.N.P,295.00,,,Oxford University Press,,1094729,DCSE/19/1,4.0,27.0
3055.0,Computer Organisation & Design,Patterson.D,495.00,,,Elsevier,,1094732,DCSE/19/1,4.0,28.0
3054.0,Digital Signal Processing: A Practical Guide for Engineers & Scientists,Smith.S.W.,450.00,,,Elsevier,,1094733,DCSE/19/1,4.0,29.0
3057.0,Evolutionary Algorhithms for solving multi-objective Problems,Coello.C.A.,1295.00,,,Springer,,1094735,DCSE/19/1,4.0,30.0
3058.0,Biomedical Informatics,Shortliffe.E.H.,1500.00,,,Springer,,1094730,DCSE/19/1,4.0,31.0
3059.0,Computer System Architecture,M.Morris Mano,350.00,,,Pearson ,,1113428,DCSE/19/1,4.0,32.0
3060.0,Computer System Architecture,M.Morris Mano,350.00,,,Pearson ,,1113427,DCSE/19/1,4.0,33.0
3061.0,Computer System Architecture,M.Morris Mano,350.00,,,Pearson ,,1113426,DCSE/19/1,4.0,34.0
3063.0,Computer System Architecture,M.Morris Mano,350.00,,,Pearson ,,1113431,DCSE/19/1,4.0,35.0
3064.0,Computer System Architecture,M.Morris Mano,350.00,,,Pearson ,,1113429,DCSE/19/1,4.0,36.0
3065.0,Computer System Architecture,M.Morris Mano,350.00,,,Pearson ,,1113430,DCSE/19/1,4.0,37.0
3067.0,Computer System Architecture,M.Morris Mano,350.00,,,Pearson ,,1113435,DCSE/19/1,5.0,1.0
3068.0,Computer System Architecture,M.Morris Mano,350.00,,,Pearson ,,1113434,DCSE/19/1,5.0,2.0
3069.0,Computer System Architecture,M.Morris Mano,350.00,,,Pearson ,,1113433,DCSE/19/1,5.0,3.0
3070.0,Computer System Architecture,M.Morris Mano,350.00,,,Pearson ,,1113438,DCSE/19/1,5.0,4.0
3071.0,Computer System Architecture,M.Morris Mano,350.00,,,Pearson ,,1113437,DCSE/19/1,5.0,5.0
3073.0,Digital Computer Electronics,"Malvino,Brown",475.00,,,Tata MCG,,1113457,DCSE/19/1,5.0,6.0
3074.0,Digital Computer Electronics,"Malvino,Brown",475.00,,,Tata MCG,,1113458,DCSE/19/1,5.0,7.0
3075.0,Computer Networks,Tanenbaum,485.00,,,Pearson ,,1113418,DCSE/19/1,5.0,8.0
3076.0,Computer Networks,Tanenbaum,485.00,,,Pearson ,,1113421,DCSE/19/1,5.0,9.0
3077.0,Computer Networks,Tanenbaum,485.00,,,Pearson ,,1113420,DCSE/19/1,5.0,10.0
3078.0,Computer Networks,Tanenbaum,485.00,,,Pearson ,,1113419,DCSE/19/1,5.0,11.0
3079.0,Computer Networks,Tanenbaum,485.00,,,Pearson ,,1113422,DCSE/19/1,5.0,12.0
3080.0,Computer Organization & Architecture,Stallings,450.00,,,Pearson ,,1113423,DCSE/19/1,5.0,13.0
3083.0,Discrete Mathematical Structures with Applications to computer Science,"Tremblay, & Manohar",375.00,,,Tata MCG,,1113469,DCSE/19/1,5.0,14.0
3084.0,Discrete Mathematical Structures with Applications to computer Science,"Tremblay, & Manohar",375.00,,,Tata MCG,,1113470,DCSE/19/1,5.0,15.0
3085.0,Discrete Mathematical Structures with Applications to computer Science,"Tremblay, & Manohar",375.00,,,Tata MCG,,1113473,DCSE/19/1,5.0,16.0
3086.0,Discrete Mathematical Structures with Applications to computer Science,"Tremblay, & Manohar",375.00,,,Tata MCG,,1113472,DCSE/19/1,5.0,17.0
3087.0,Discrete Mathematical Structures with Applications to computer Science,"Tremblay, & Manohar",375.00,,,Tata MCG,,1113471,DCSE/19/1,5.0,18.0
3090.0,Data Communications & Networking,Forouzan,470.00,,,Tata MCG,,1113450,DCSE/19/1,5.0,19.0
3098.0,An Introduction to Database Systems,"date,Kannan,Swamynathan",575.00,,,Pearson,,1113393,DCSE/19/1,5.0,20.0
3097.0,An Introduction to Database Systems,"date,Kannan,Swamynathan",575.00,,,Pearson,,1113389,DCSE/19/1,5.0,21.0
3062.0,Computer System Architecture,M.Morris Mano,350.00,,,Pearson ,,1113432,CS/08-09/286/7,2.0,1.0
1184.0,Artificial Intelligence ,Rich,, $ 6.95 ,,MSG,,807187,CS/08-09/286/7,2.0,2.0
1193.0,Database Comp. Prin. And Arch.,Su S.Y.W,227.00,,,Mc Graw,,814758,CS/08-09/286/7,2.0,3.0
3422.0,Network security Essentials ,Stallings,,,,Pearson,,1120611,CS/08-09/286/7,2.0,4.0
3419.0,Network security Essentials ,Stallings,,,,Pearson,,1120610,CS/08-09/286/7,2.0,5.0
3421.0,Network security Essentials ,Stallings,,,,Pearson,,1120612,CS/08-09/286/7,2.0,6.0
3420.0,Network security Essentials ,Stallings,,,,Pearson,,1120609,CS/08-09/286/7,2.0,7.0
3006.0,Discrete Mathematical Structures with Applications to computer Science,"Tremblay,JP",325.00,,,Tata MCG,,1113509,CS/08-09/286/7,2.0,8.0
3171.0,Digital Computer Fundamentals,Bartee,495.00,,,Tata MCG,,1113459,CS/08-09/286/7,2.0,9.0
3168.0,System Analysis & Design,Elias M. Awad,385.00,,,Galgotia,,1113538,CS/08-09/286/7,2.0,10.0
1192.0,File Organisation for dBase Design,Wiederhold,69.00,,,Mc Graw,,814759,CS/08-09/286/7,2.0,11.0
1176.0,Theory and Prob. Of Computer Graphics,Plastock,, $ 5.95 ,,MCG,,808178,CS/08-09/286/7,2.0,12.0
1177.0,Theory and Prob. Of Computer Graphics,Plastock,, $ 5.95 ,,MCG,,807179,CS/08-09/286/7,2.0,13.0
