acession_no,book_title,author,price_inr,price_dollar,price_euro,publisher,issued,number_donated,book_shelf_no,compartment_no,no_copies
1.0,COBOL for Beginners,"Worth,Thomas",55.00,,,PHI,,736445.0,DCSE|98|E|3,1.0,20.0
2.0,COBOL for Beginners,"Worth,Thomas",55.00,,,PHI,,736444.0,DCSE|98|E|3,1.0,21.0
3.0,COBOL for Beginners,"Worth,Thomas",35.00,,,PHI,,736446.0,DCSE|98|E|3,2.0,20.0
4.0,COBOL for Beginners,"Worth,Thomas",55.00,,,PHI,,812808.0,CS/E/99-1,1.0,4.0
4.0,COBOL for Beginners,"Worth,Thomas",55.00,,,PHI,,736448.0,DCSE|98|E|3,1.0,22.0
5.0,COBOL for Beginners,"Worth,Thomas",55.00,,,PHI,,736449.0,DCSE|98|E|3,1.0,23.0
6.0,COBOL for Beginners,"Worth,Thomas",55.00,,,PHI,,736450.0,DCSE|98|E|3,1.0,24.0
7.0,COBOL for Beginners,"Worth,Thomas",55.00,,,PHI,,736447.0,DCSE|98|E|3,1.0,25.0
8.0,Computer Prog. In Fortran IV Ed.2,"Rajaraman,V.",35.00,,,PHI,,736451.0,DCSE|98|E|3,1.0,14.0
9.0,Computer Prog. In Fortran IV Ed.2,"Rajaraman,V.",35.00,,,PHI,,736452.0,DCSE|98|E|3,1.0,15.0
10.0,Computer Prog. In Fortran IV Ed.2,"Rajaraman,V.",35.00,,,PHI,,736453.0,DCSE|98|E|3,1.0,16.0
11.0,Computer Prog. In Fortran IV Ed.2,"Rajaraman,V.",35.00,,,PHI,,736454.0,DCSE|98|E|3,1.0,17.0
12.0,Computer Prog. In Fortran IV Ed.2,"Rajaraman,V.",35.00,,,PHI,,736455.0,DCSE|98|E|3,1.0,18.0
13.0,Computer Prog. In Fortran IV Ed.2,"Rajaraman,V.",35.00,,,PHI,,736456.0,DCSE|98|E|3,1.0,19.0
29.0,Fundamentals of Computer,"Rajaraman,V.",39.00,,,PHI,,32.0,DCSE|98|E|3,1.0,29.0
33.0,Computer & Commonsense Ed.3,H.Roger & S.John,25.00,,,PHI,,736483.0,DCSE|98|E|3,1.0,4.0
34.0,Computer & Commonsense Ed.3,H.Roger & S.John,25.00,,,PHI,,736484.0,DCSE|98|E|3,1.0,5.0
35.0,Computer & Commonsense Ed.3,H.Roger & S.John,25.00,,,PHI,,736485.0,DCSE|98|E|3,1.0,6.0
36.0,Computer & Commonsense Ed.3,H.Roger & S.John,25.00,,,PHI,,736486.0,DCSE|98|E|3,1.0,7.0
37.0,Computer & Commonsense Ed.3,H.Roger & S.John,25.00,,,PHI,,736487.0,DCSE|98|E|3,1.0,8.0
38.0,Computer & Commonsense Ed.3,H.Roger & S.John,25.00,,,PHI,,736482.0,DCSE|98|E|3,1.0,9.0
39.0,Computer & Commonsense Ed.3,H.Roger & S.John,25.00,,,PHI,,7361481.0,DCSE|98|E|3,1.0,26.0
46.0,Comp. Oriented Num.Methods Ed.3,"Rajaraman,V.",29.00,,,PHI,,192.0,DCSE|98|E|3,2.0,38.0
47.0,System Programming,"Donovan,John J.",, $ 7.50 ,,Mc Graw Hill,,736493.0,DCSE|98|E|3,1.0,10.0
48.0,System Programming,"Donovan,John J.",, $ 7.50 ,,Mc Graw Hill,,736492.0,DCSE|98|E|3,1.0,11.0
49.0,System Programming,"Donovan,John J.",, $ 7.50 ,,Mc Graw Hill,,736491.0,DCSE|98|E|3,1.0,12.0
50.0,System Programming,"Donovan,John J.",, $ 7.50 ,,Mc Graw Hill,,736494.0,DCSE|98|E|3,1.0,13.0
52.0,BASIC PROGRAMMING SELF-TAUGHT,SEYMOUR C. HIRSCH,,,,PHI,,736495.0,DCSE|98|E|3,1.0,27.0
53.0,Computer Org. & Programming,"Gear,C.William",, $ 8.25 ,,Mc Graw Hill,,736496.0,DCSE|98|E|3,1.0,28.0
54.0,Ist course in Comp.Prog.using Pascal,"Keiler,Arthur M.",, $ 6.50 ,,Mc Graw Hill,ISSUED (PKS),736536.0,DCSE|98|E|3,2.0,19.0
54.0,Ist course in Comp.Prog.using Pascal,"Keiler,Arthur M.",, $ 6.50 ,,Mc Graw Hill,,736497.0,DCSE|98|E|3,1.0,30.0
55.0,Complete text on Basic Prog. Ed.2,"Holmes,B.J",35.00,,,Galgotia,,736527.0,DCSE|98|E|3,1.0,1.0
56.0,Complete text on Basic Prog. Ed.2,"Holmes,B.J",35.00,,,Galgotia,,736528.0,DCSE|98|E|3,1.0,2.0
57.0,Complete text on Basic Prog. Ed.2,"Holmes,B.J",35.00,,,Galgotia,,736523.0,DCSE|98|E|3,1.0,3.0
58.0,Complete text on Basic Prog. Ed.2,"Holmes,B.J",35.00,,,Galgotia,,736522.0,DCSE|98|E|3,2.0,1.0
59.0,Complete text on Basic Prog. Ed.2,"Holmes,B.J",35.00,,,Galgotia,,736521.0,DCSE|98|E|3,2.0,2.0
60.0,Complete text on Basic Prog. Ed.2,"Holmes,B.J",35.00,,,Galgotia,,736463.0,DCSE|98|E|3,2.0,3.0
61.0,Complete text on Basic Prog. Ed.2,"Holmes,B.J",35.00,,,Galgotia,,736526.0,DCSE|98|E|3,2.0,4.0
62.0,Complete text on Basic Prog. Ed.2,"Holmes,B.J",35.00,,,Galgotia,,736525.0,DCSE|98|E|3,2.0,5.0
63.0,Complete text on Basic Prog. Ed.2,"Holmes,B.J",35.00,,,Galgotia,,736530.0,DCSE|98|E|3,2.0,6.0
91.0,Computer Prog. In Fortram IV Ed.2,"Rajaraman,V.",35.00,,,PHI,,716174.0,DCSE|98|E|3,2.0,7.0
92.0,Computer Prog. In Fortram IV Ed.2,"Rajaraman,V.",35.00,,,PHI,,716173.0,DCSE|98|E|3,2.0,8.0
93.0,Computer Prog. In Fortram IV Ed.2,"Rajaraman,V.",35.00,,,PHI,,716177.0,DCSE|98|E|3,2.0,9.0
94.0,Computer Prog. In Fortram IV Ed.2,"Rajaraman,V.",35.00,,,PHI,,716176.0,DCSE|98|E|3,2.0,10.0
96.0,Basic Programming Self-Taught,"Hirsch,Seymour C.",29.00,,,PHI,,716178.0,DCSE|98|E|3,2.0,16.0
97.0,Basic Programming Self-Taught,"Hirsch,Seymour C.",29.00,,,PHI,,716179.0,DCSE|98|E|3,2.0,17.0
98.0,Basic Programming Self-Taught,"Hirsch,Seymour C.",29.00,,,PHI,,716180.0,DCSE|98|E|3,2.0,18.0
101.0,Intro. To Comp.Sc.:An Algo App.,Tremblay et al.,, $ 8.50 ,,Mc Graw Hill,,716187.0,DCSE|98|E|3,2.0,11.0
102.0,Intro. To Comp.Sc.:An Algo App.,Tremblay et al.,, $ 8.50 ,,Mc Graw Hill,,716185.0,DCSE|98|E|3,2.0,12.0
103.0,Intro. To Comp.Sc.:An Algo App.,Tremblay et al.,, $ 8.50 ,,Mc Graw Hill,,716183.0,DCSE|98|E|3,2.0,13.0
104.0,Intro. To Comp.Sc.:An Algo App.,Tremblay et al.,, $ 8.50 ,,Mc Graw Hill,,716184.0,DCSE|98|E|3,2.0,14.0
105.0,Intro. To Comp.Sc.:An Algo App.,Tremblay et al.,, $ 8.50 ,,Mc Graw Hill,,716186.0,DCSE|98|E|3,2.0,15.0
106.0,Computer Org. & Programming Ed.4,"Gear,William C.",, $ 8.25 ,,Mc Graw Hill,,716191.0,DCSE|98|E|3,2.0,24.0
107.0,Computer Org. & Programming Ed.4,"Gear,William C.",, $ 8.25 ,,Mc Graw Hill,,716190.0,DCSE|98|E|3,2.0,25.0
108.0,Computer Org. & Programming Ed.4,"Gear,William C.",, $ 8.25 ,,Mc Graw Hill,,716188.0,DCSE|98|E|3,2.0,26.0
109.0,Computer Org. & Programming Ed.4,"Gear,William C.",, $ 8.25 ,,Mc Graw Hill,,716189.0,DCSE|98|E|3,2.0,27.0
110.0,Intro. To Fortran 77 & the Personal,"Hammond,Robert H.",,,£ 8.50,Mc Graw Hill,,737190.0,DCSE|98|E|3,2.0,28.0
112.0,"MS-DOS Handbook, Ed.2","King,Richard Alan",60.00,,,BPB Pub.,,737192.0,DCSE|98|E|3,2.0,29.0
113.0,"IBM PC-DOC Handbook,Ed.2","King,Richard Alan",60.00,,,BPB Pub.,,737193.0,CS/08-09/286/7,4.0,20.0
114.0,Assem.Lang.Tech. for the 8086-8088,"Erskine, Robert",90.00,,,Pitman,,737194.0,DCSE|98|E|3,2.0,31.0
114.0,Assem.Lang.Tech. for the 8086-8088,"Erskine, Robert",90.00,,,Pitman,,737497.0,CS/08-09/286/7,4.0,15.0
115.0,Computer Studies : Instruction Manual,"French, C.S",35.00,,,Galgotia,,737195.0,DCSE|98|E|3,2.0,30.0
116.0,Im.That: A Gen. Pur. Gra. Dev. Prog.,"Schmitt, A.R. et al",525.00,,,Howard W. Sams.,,737196.0,DCSE|98|E|3,2.0,21.0
117.0,Graphics for the IBM PC,"IIIwosky, Dan et al.",375.00,,,Howard W. Sams.,,737197.0,DCSE|98|E|3,2.0,22.0
118.0,dBase Programmer's Utilities,"Byers, Robert A.",240.00,,,BPB Pub.,,737198.0,DCSE|98|E|3,2.0,23.0
119.0,Train. Course : Using A dBase III Plus,Workbook-A. Tate,180.00,,,BPB Pub.,,737199.0,DCSE|98|E|3,2.0,39.0
120.0,Train. Course : Using A dBase III Plus,Workbook-A. Tate,180.00,,,BPB Pub.,,737200.0,DCSE|98|E|3,2.0,40.0
121.0,The Manual dBase III,Robert E. Williams,36.00,,,BPB Pub.,,737511.0,DCSE|98|E|3,1.0,45.0
122.0,App. Dis. Stru. For Computer Science,Alan Doerr et al.,60.00,,,Galgotia,,737514.0,DCSE|98|E|3,1.0,46.0
123.0,Understanding C,"Bruceh, Hunter",60.00,,,BPB Pub.,,737512.0,DCSE|98|E|3,1.0,47.0
125.0,Microprocessors & Digital System,Douglos V. Hall,122.62,,,Mc Graw Hill,,737515.0,DCSE|98|E|3,1.0,42.0
127.0,Lotus 1-2-3,Ralph Mylius,60.00,,,BPB Pub.,,737660.0,DCSE|98|E|3,2.0,32.0
128.0,ABC's 1-2-3,Ghris Gilbert,60.00,,,BPB Pub.,,712526.0,DCSE|98|E|3,1.0,39.0
129.0,Compiler Construction,William A. Barrett,70.00,,,Galgotia,,712527.0,DCSE|98|E|3,1.0,40.0
130.0,Computer Science,C.A.R. Hoare,75.00,,,PHI,,712528.0,DCSE|98|E|3,1.0,41.0
131.0,Digital Logic & Computer Design (REPLACE),Mano.M,,,,,,131.0,DCSE|98|E|3,1.0,43.0
132.0,Computing Methods for Sc. & En.,L.Fox & D.F. Mayors,91.13,,,E.L.B.S,,712530.0,DCSE|98|E|3,1.0,44.0
133.0,Pascal for Science & Engineering,"James J.,M.C. Gregar",55.00,,,Galgotia,,712531.0,DCSE|98|E|3,2.0,36.0
134.0,Operating System,Madnik Danovan,113.03,,,Mc Graw International,,712532.0,DCSE|98|E|3,2.0,34.0
135.0,How to solve it by Computer,R.G. Dromoy,35.00,,,PHI,,712533.0,DCSE|98|E|3,2.0,35.0
136.0,Using the IBM PCJr,Kenniston W. Lord,226.05,,,V.N.R,,737520.0,DCSE|98|E|3,1.0,35.0
137.0,dBase III Plus,Douglas Hergert,550.90,,,Microsoft Press,,737517.0,DCSE|98|E|3,1.0,36.0
138.0,Programmer's Guide to Windows,Devid Durcent,150.00,,,Tech Publi.,,737518.0,DCSE|98|E|3,1.0,37.0
139.0,Pascal ,W. Findlay & Dawatt,35.00,,,Galgotia,,737519.0,DCSE|98|E|3,1.0,38.0
140.0,Lotus 1-2-3 Desk Top Computer,Grey Harvey,120.00,,,Sybex,,737496.0,DCSE|98|E|3,1.0,34.0
142.0,Beginning Forth,Paul Chirlian,, $ 16.95 ,,Matrix Publishers,,737498.0,DCSE|98|E|3,2.0,37.0
143.0,Introduction to Ada,Paul Chirlian,, $ 19.95 ,,Matrix Publishers,,737499.0,DCSE|98|E|3,1.0,31.0
147.0,Fortran 77,Davis & Hoffmann,, $ 8.50 ,,Mc Graw Hill,,737699.0,DCSE|98|E|3,1.0,32.0
148.0,Operating System,Madnik Danovan,, $ 8.25 ,,Mc Graw Hill,,737680.0,DCSE|98|E|3,1.0,33.0
149.0,An Introduction to Micro Computers,Osborne Adam,, $ 6.50 ,,Mc Graw Hill,,737681.0,DCSE|98|E|3,3.0,16.0
150.0,Numerical Analysis,Scheid Francis,, $ 4.50 ,,Mc Graw Hill,,737684.0,DCSE|98|E|3,3.0,19.0
151.0,Numerical Analysis,Scheid Francis,, $ 4.50 ,,Mc Graw Hill,,737683.0,DCSE|98|E|3,3.0,20.0
152.0,Numerical Analysis,Scheid Francis,, $ 4.50 ,,Mc Graw Hill,,737682.0,DCSE|98|E|3,3.0,21.0
153.0,An Introduction to Micro Computers,Osborne Adam,54.12,,,Mc Graw Hill,,737685.0,DCSE|98|E|3,3.0,18.0
154.0,Structured COBOL,Litecky R. Charles,116.45,,,Mc Graw Hill,,737686.0,DCSE|98|E|3,3.0,17.0
155.0,Introduction to Computer Science,Scheid Francis,, $ 10.50 ,,Mc Graw Hill,,737688.0,DCSE|98|E|3,3.0,13.0
156.0,Introduction to Computer Science,Scheid Francis,, $ 10.50 ,,Mc Graw Hill,,737689.0,DCSE|98|E|3,3.0,14.0
157.0,Introduction to Computer Science,Scheid Francis,, $ 10.50 ,,Mc Graw Hill,,737687.0,DCSE|98|E|3,3.0,15.0
158.0,Data Structure,Lipsehutz Symour,,,,,LOST,737691.0,DCSE|98|E|3,3.0,11.0
159.0,Data Structures,Lipsehutz Symour,, $ 9.00 ,,Mc Graw Hill,,737690.0,DCSE|98|E|3,3.0,12.0
160.0,System Programming,"Donovan,J. John",, $ 7.50 ,,Mc Graw Hill,,737700.0,DCSE|98|E|3,3.0,1.0
161.0,System Programming,"Donovan,J. John",, $ 7.50 ,,Mc Graw Hill,,737701.0,DCSE|98|E|3,3.0,2.0
162.0,System Programming,"Donovan,J. John",, $ 7.50 ,,Mc Graw Hill,,737693.0,DCSE|98|E|3,3.0,3.0
163.0,System Programming,"Donovan,J. John",, $ 7.50 ,,Mc Graw Hill,,737698.0,DCSE|98|E|3,3.0,4.0
164.0,System Programming,"Donovan,J. John",, $ 7.50 ,,Mc Graw Hill,,737699.0,DCSE|98|E|3,3.0,5.0
165.0,System Programming,"Donovan,J. John",, $ 7.50 ,,Mc Graw Hill,,737692.0,DCSE|98|E|3,3.0,6.0
166.0,System Programming,"Donovan,J. John",, $ 7.50 ,,Mc Graw Hill,,737694.0,DCSE|98|E|3,3.0,7.0
167.0,System Programming,"Donovan,J. John",, $ 7.50 ,,Mc Graw Hill,,737696.0,DCSE|98|E|3,3.0,8.0
168.0,System Programming,"Donovan,J. John",, $ 7.50 ,,Mc Graw Hill,,737695.0,DCSE|98|E|3,3.0,9.0
169.0,System Programming,"Donovan,J. John",, $ 7.50 ,,Mc Graw Hill,,737697.0,DCSE|98|E|3,3.0,10.0
170.0,Introduction to Pascal,"Mathur,Aditya P",,,,,LOST,737708.0,DCSE|98|E|3,3.0,22.0
171.0,Introduction to Pascal,"Mathur,Aditya P",,,,,LOST,737710.0,DCSE|98|E|3,3.0,23.0
181.0,COBOL for Beginners,"Worth,Thomas",55.00,,,PHI,,737713.0,DCSE|98|E|3,3.0,25.0
182.0,More than 32 Basic Programme,Tom Ruggs Philfeld,180.00,,,Beatyon,,737675.0,DCSE|98|E|3,3.0,24.0
188.0,MS/PC/DOS Book,Stultz,55.00,,,SKW Enterprises,,737649.0,DCSE|98|E|3,2.0,43.0
190.0,Data Processing,Mortin,48.00,,,TMH,,737657.0,DCSE|98|E|3,2.0,41.0
191.0,Data Processing,Mortin,48.00,,,TMH,,737658.0,DCSE|98|E|3,2.0,42.0
196.0,The Manual Lotus 1-2-3,William ,45.00,,,BPB Pub.,,737659.0,DCSE|98|E|3,3.0,26.0
204.0,Advanced Techniques in dBase III,Simpson Alan,150.00,,,BPB Pub.,,737655.0,DCSE|98|E|3,2.0,33.0
205.0,Advanced Techniques in dBase III,Simpson Alan,150.00,,,BPB Pub.,,737654.0,DCSE|98|E|3,2.0,46.0
206.0,Assem. Lang. Tech. for the IBM PC,"Miller,Alan R.",90.00,,,BPB Pub.,,737656.0,DCSE|98|E|3,2.0,45.0
210.0,1001 Things to do with your IBM PC,Mark,,,,,LOST,737674.0,DCSE|98|E|3,3.0,42.0
212.0,dBase III Plus: A Comp. User's Manual,Bharicha D. Kermam,54.00,,,Tech Publi.,,702431.0,DCSE|98|E|3,3.0,41.0
213.0,First Steps in 80286 Assem. Lang.,Erskine,, $ 14.50 ,,Glentop,,702432.0,DCSE|98|E|3,3.0,38.0
214.0,Unix on the IBM PC,Twitty,,,£   6.95,Glentop,,702433.0,DCSE|98|E|3,3.0,39.0
215.0,80306  Microprocessor Hand Book,Pappas,,,£   6.95,Mc Graw Hill,,702434.0,DCSE|98|E|3,3.0,40.0
216.0,Mastering Turbo Pascal,Swan,75.00,,,BPB Pub.,,764062.0,DCSE/19/2,1.0,8.0
217.0,Mastering Auto Card,Omura,60.00,,,BPB Pub.,,702602.0,DCSE|98|E|3,3.0,36.0
218.0,Prolog Prog.Techniques App.,Garavaglis,308.25,,,HIR,,702603.0,DCSE|98|E|3,3.0,37.0
219.0,Digital Fundamental (REPLACE),Floyd,,,,,,219.0,DCSE|98|E|3,2.0,44.0
221.0,DOS Instant References,Harvey,36.00,,,BPB Pub.,,702606.0,DCSE|98|E|3,3.0,35.0
222.0,Wordstar Tips & Traps,Anderson,54.00,,,BPB Pub.,,702607.0,DCSE|98|E|3,3.0,30.0
223.0,IBM Hardware & Software,Sandler,66.00,,,BPB Pub.,,702608.0,DCSE|98|E|3,3.0,31.0
225.0,Principle Interactive Comp. Graphics,Newman,116.45,,,Mc Graw Hill,,702598.0,DCSE|98|E|3,3.0,27.0
226.0,An Introduction to Database Design,Salzberg,116.4,,,AP,,702599.0,DCSE|98|E|3,3.0,28.0
228.0,Advance Techniques in Turbo Pascal,Edwardo C.Charles,60.00,,,BPB Pub.,,702580.0,DCSE|98|E|3,3.0,29.0
233.0,Switching & Finite Automata Theory,ZVI Kohavi,60.00,,,BPB Pub.,,702585.0,DCSE|98|E|3,3.0,33.0
234.0,Introduction to Wordstar,Arthur Naiman,60.00,,,PHI,,702586.0,DCSE|98|E|3,3.0,34.0
235.0,Computer System Architecture,M.Morris Mano,55.00,,,PHI,ISSUED (STD),702587.0,DCSE|98|E|3,3.0,32.0
237.0,Data Base Processing,David Kroenke,60.00,,,Galgotia,,702589.0,DCSE/74/1,1.0,4.0
238.0,Digital Principal & Application,Leach P. Donald,75.35,,,Mc Graw Hill,,702590.0,DCSE/74/1,1.0,3.0
244.0,Turbo Pascal,Chiuclian,245.9,,,WB,,702611.0,DCSE/74/1,1.0,2.0
246.0,A Software Tools Sampler,Miller,425.44,,,P.Hall,,702613.0,DCSE/74/1,1.0,1.0
247.0,Digital Computer Fundamental,Bartee,89.05,,,K.K,,702614.0,DCSE/74/1,1.0,7.0
250.0,Advanced dBase III Prog. Tech.,Liskin,89.05,,,K.K,,702617.0,DCSE/74/1,1.0,8.0
251.0,Distributed Database Principles & Systems (REPLACE),Ceri.S,,,,,,251.0,DCSE/74/1,1.0,6.0
253.0,Advance Turbo Pascal,Schildt,73.35,,,K.K,,702620.0,DCSE/74/1,1.0,5.0
254.0,Pascal ,Belford,116.45,,,K.K,,702621.0,DCSE/74/1,1.0,10.0
255.0,Microprocessor & Interfacing (REPLACE),Hall,,,,,,255.0,DCSE/74/1,1.0,12.0
256.0,Z 80 Assembly Language Programme,Leventhal,81.52,,,K.K,,702623.0,DCSE/74/1,1.0,9.0
257.0,Micro Computers Based Design,Peatman,130.15,,,K.K,,702624.0,DCSE/74/1,1.0,11.0
258.0,86000 Assembly Language Programme,Leventhal,75.35,,,K.K,,702625.0,DCSE/74/1,1.0,17.0
260.0,Intro. To Digital Technology,Nashelsky,109.6,,,WIE,,702627.0,DCSE/74/1,1.0,16.0
261.0,Use Std.Spec. for µcomp. Op. Sys.,IEEEIRHAL,273.32,,,JW,,702628.0,DCSE/74/1,1.0,15.0
262.0,Intro. to Programming with Modula ,Spimurm,363.05,,,H.Row,,702629.0,DCSE/74/1,1.0,14.0
263.0,A Str. Approach to Fortran,Crainley,472.65,,,P.Hall,,702630.0,DCSE/74/1,1.0,13.0
264.0,Structured Programming,Welland,99.15,,,Pitman,,702631.0,DCSE/74/1,1.0,30.0
265.0,dBase III,Gosling,99.15,,,Pitman,,702632.0,DCSE/74/1,1.0,31.0
266.0,Assembly Language for the 80286,Erskine,99.15,,,Pitman,,702633.0,DCSE/74/1,1.0,32.0
267.0,Computer Science,Goloschlager,75,,,PHI,,702634.0,DCSE/74/1,1.0,29.0
268.0,Theory & Prac. Of Compiler Writing,Jeem Paul Trembley,102.75,,,Mc Graw Hill,,702645.0,DCSE/74/1,1.0,28.0
269.0,The Little Lipser,Fridman,222.46,,,Galgotia,,703352.0,DCSE/74/1,1.0,34.0
270.0,Pascal : An Intro. To Modern Prog.,Glodstein,431.25,,,RinChart & Winstan,,703353.0,DCSE/74/1,1.0,33.0
271.0,Micro Computer Exp. With IBM PC,Leventhal,331.20,,,RinChart & Winstan,,703354.0,DCSE/74/1,1.0,39.0
272.0,From Basic 8086/8088 Assem. Lang.,H.Templeton,100,,,Wordware Publishing,,703355.0,DCSE/74/1,1.0,38.0
273.0,Programming Guide to LISP,K. Tracton,164.91,,,TAB,,703356.0,DCSE/74/1,1.0,40.0
274.0,Computer Construction,Barrett,70.00,,,Galgotia,,703358.0,DCSE/74/1,1.0,35.0
275.0,Computer Construction,Barrett,70.00,,,Galgotia,,703357.0,DCSE/74/1,1.0,36.0
276.0,dBase III Plus for Programmers,Dinerstein,65.00,,,Galgotia,,703359.0,DCSE/74/1,1.0,19.0
277.0,Complete Turbo Pascal,Dunteman,75.00,,,Galgotia,,703360.0,DCSE/74/1,1.0,18.0
277.0,Complete Turbo Pascal,Dunteman,75.00,,,Galgotia,,,DCSE/19/2,1.0,13.0
278.0,Introduction to Operating Sys. Design,Habermann,60.00,,,G.P,,703361.0,DCSE/74/1,1.0,20.0
279.0,Introduction to Operating Sys. Design,Habermann,60.00,,,G.P,,703362.0,DCSE/74/1,1.0,21.0
280.0,Introduction to Operating Sys. Design,Habermann,60.00,,,G.P,,703363.0,DCSE/74/1,1.0,22.0
281.0,Introduction to Operating Sys. Design,Habermann,60.00,,,G.P,,703365.0,DCSE/74/1,1.0,23.0
282.0,Introduction to Operating Sys. Design,Habermann,60.00,,,G.P,,703364.0,DCSE/74/1,1.0,24.0
283.0,Programming in C,Jamsa,50.00,,,G.P,,703366.0,DCSE/74/1,1.0,25.0
284.0,Advance Programme in dBase III Plus,Knegth,95.00,,,G.P,,703368.0,DCSE/74/1,1.0,26.0
285.0,Advance Programme in dBase III Plus,Knegth,95.00,,,G.P,,703367.0,DCSE/74/1,1.0,27.0
286.0,Design of Digital Systems,Pitman,75.00,,,G.P,,703370.0,DCSE/74/1,1.0,37.0
287.0,Design of Digital Systems,Pitman,75.00,,,G.P,,703369.0,DCSE/74/1,2.0,1.0
288.0,Micro Computing in COBOL,Roy Martin Richard,45.00,,,G.P,,703381.0,DCSE/74/1,2.0,2.0
289.0,Computer Hardware & Organisation,Sloan,65.00,,,G.P,,703373.0,DCSE/74/1,2.0,18.0
290.0,Computer Hardware & Organisation,Sloan,65.00,,,G.P,,703372.0,DCSE/74/1,2.0,19.0
291.0,Computer Hardware & Organisation,Sloan,65.00,,,G.P,,703374.0,DCSE/74/1,2.0,20.0
292.0,Computer Hardware & Organisation,Sloan,65.00,,,G.P,,703371.0,DCSE/74/1,2.0,21.0
293.0,Computer Hardware & Organisation,Sloan,65.00,,,G.P,,703375.0,DCSE/74/1,2.0,22.0
294.0,Programming Ref. Manual for IBM PC,Steven Armbrust,150.00,,,G.P,,703377.0,DCSE/74/1,2.0,23.0
295.0,Programming Ref. Manual for IBM PC,Steven Armbrust,150.00,,,G.P,,703378.0,DCSE/74/1,2.0,24.0
296.0,Programming Ref. Manual for IBM PC,Steven Armbrust,150.00,,,G.P,,703376.0,DCSE/74/1,2.0,25.0
297.0,Unix on the IBM PC,William B. Twitty,150.00,,,G.P,,703380.0,DCSE/74/1,2.0,26.0
298.0,Unix on the IBM PC,William B. Twitty,150.00,,,G.P,,703379.0,DCSE/74/1,2.0,27.0
299.0,Digital Technology (Lab. Manual),Williams,45.00,,,G.P,,703382.0,DCSE/74/1,2.0,28.0
300.0,Digital Technology (Lab. Manual),Williams,45.00,,,G.P,,703383.0,DCSE/74/1,2.0,29.0
301.0,Computer data Processing & Telecom.,Rosenberg,60.00,,,WE,,763156.0,DCSE/74/1,2.0,6.0
302.0,Introduction to Operating Sys. Design,Haberman,68.00,,,Galgotia,,763157.0,DCSE/74/1,2.0,3.0
303.0,dBase III Plus : A Compare. User Man.,Bharvcha,60.00,,,Tech Publi.,,763144.0,DCSE/74/1,2.0,4.0
304.0,Turbo Pascal Liberary,Stivison D.S.,60.00,,,BPB Pub.,,763145.0,DCSE/74/1,2.0,5.0
305.0,The Unix Programming Environment,Kernighan Spike,69.00,,,PHI,,763146.0,DCSE/74/1,2.0,9.0
306.0,Intro. To Data Structure with Appli.,Naps T.L & Singh,55.00,,,Galgotia,,763147.0,DCSE/74/1,2.0,8.0
307.0,Salvaging Damaged & dBase Files,Heiser P.W.,75.00,,,Galgotia,,763148.0,DCSE/74/1,2.0,7.0
308.0,Microprocessors /Microcomputers 2ed.,Khambata,92.95,,,Wiley,,763149.0,DCSE/74/1,2.0,30.0
309.0,An Intro. To Data Structure with Appli.,Trembley & Sorenson,127.00,,,Megkoga,,763150.0,DCSE/74/1,2.0,31.0
310.0,Microcomputer Systems,Liv & Gibson,69.00,,,PHI,,763151.0,DCSE/74/1,2.0,34.0
311.0,The Principles of Computer Org.,Schneidev,64.35,,,Wiley,,763152.0,DCSE/74/1,2.0,33.0
312.0,Introduction to Computer Archtecture,Stone,55.00,,,Galgotia,,763153.0,DCSE/74/1,2.0,32.0
313.0,Assem. Prog. & 8086 Microprocessor,Jones,259.69,,,Oxford,,763154.0,DCSE/74/1,2.0,38.0
314.0,The Manual Frame Work,Phillips,36.00,,,BPB Pub.,,763155.0,DCSE/74/1,2.0,37.0
315.0,Microsoft COBOL,,99.00,,,Microsoft Press,,758377.0,DCSE/74/1,2.0,36.0
316.0,The Sprit of 'C',Millish Coper,250.00,,,Jaico,,722253.0,DCSE/74/1,2.0,35.0
317.0,Understanding Fortran 77,Michel Boillot,250.00,,,Jaico,,722254.0,DCSE/74/1,2.0,17.0
318.0,Programming in Basic,Venit,250.00,,,Jaico,,722255.0,DCSE/74/1,2.0,16.0
319.0,Dis. Math. Structure for Comp. Sc.,Kolman,69.00,,,PHI,,722258.0,DCSE/74/1,2.0,15.0
320.0,Programming in C,Jamsa,55.00,,,Galgotia,,722256.0,DCSE/74/1,2.0,14.0
321.0,Basic C for Basic Program,T.D. Brown Jr.,33.00,,,Mc Graw Hill,,722257.0,DCSE/74/1,2.0,12.0
322.0,dBase III & III Plus,Taxali,30.00,,,TMH,,722252.0,DCSE/74/1,2.0,11.0
323.0,Artificial Intelligence,Rich,99.40,,,TMH,,722225.0,DCSE/74/1,2.0,13.0
324.0,Computer Organisation,Hamcher,113.70,,,TMH,,722226.0,DCSE/74/1,2.0,10.0
325.0,Computer Writing,Tremblay ,107.25,,,TMH,,722227.0,DCSE/74/1,3.0,1.0
326.0,Computer Graphics,Harrington,113.7,,,TMH,,722228.0,DCSE/74/1,3.0,2.0
327.0,"1,2,3 Power User Guide",Campbell,350.25,,,TMH,,722229.0,DCSE/74/1,3.0,3.0
328.0,DOS Power User's Guide,Jamsa,350.35,,,TMH,,722230.0,DCSE/74/1,3.0,4.0
